Activity standard occupational classification,Mode of employment,Sex,Contract marker,Nationality,Academic Year,Number
Associate professional and technical occupations,Part-time,Male,Non-academic,All,2017/18,2660
Associate professional and technical occupations,Part-time,Male,Non-academic,All,2018/19,2720
Associate professional and technical occupations,Part-time,Male,Non-academic,All,2019/20,2355
Associate professional and technical occupations,Part-time,Male,Non-academic,All,2020/21,2165
Associate professional and technical occupations,Full-time,Other,Non-academic,All,2016/17,0
Associate professional and technical occupations,Full-time,Other,Non-academic,All,2017/18,10
Associate professional and technical occupations,Full-time,Other,Non-academic,All,2018/19,25
Associate professional and technical occupations,Full-time,Other,Non-academic,All,2019/20,55
Associate professional and technical occupations,Full-time,Other,Non-academic,All,2020/21,60
Associate professional and technical occupations,Part-time,Other,Non-academic,All,2016/17,0
Associate professional and technical occupations,Part-time,Other,Non-academic,All,2017/18,5
Associate professional and technical occupations,Part-time,Other,Non-academic,All,2018/19,5
Associate professional and technical occupations,Part-time,Other,Non-academic,All,2019/20,10
Associate professional and technical occupations,Part-time,Other,Non-academic,All,2020/21,15
Associate professional and technical occupations,Full-time,All,Non-academic,All,2016/17,36370
Associate professional and technical occupations,Full-time,All,Non-academic,All,2017/18,37255
Associate professional and technical occupations,Full-time,All,Non-academic,All,2018/19,38500
Associate professional and technical occupations,Full-time,All,Non-academic,All,2019/20,34045
Associate professional and technical occupations,Full-time,All,Non-academic,All,2020/21,33865
Associate professional and technical occupations,Full-time,All,Non-academic,European Union,2016/17,2245
Associate professional and technical occupations,Full-time,All,Non-academic,European Union,2017/18,2415
Associate professional and technical occupations,Full-time,All,Non-academic,European Union,2018/19,2560
Associate professional and technical occupations,Full-time,All,Non-academic,European Union,2019/20,2370
Associate professional and technical occupations,Full-time,All,Non-academic,European Union,2020/21,2420
Associate professional and technical occupations,Full-time,All,Non-academic,Non-European Union,2016/17,1260
Associate professional and technical occupations,Full-time,All,Non-academic,Non-European Union,2017/18,1250
Associate professional and technical occupations,Full-time,All,Non-academic,Non-European Union,2018/19,1295
Associate professional and technical occupations,Full-time,All,Non-academic,Non-European Union,2019/20,1140
Associate professional and technical occupations,Full-time,All,Non-academic,Non-European Union,2020/21,1230
Associate professional and technical occupations,Full-time,All,Non-academic,Not known,2016/17,250
Associate professional and technical occupations,Full-time,All,Non-academic,Not known,2017/18,175
Associate professional and technical occupations,Full-time,All,Non-academic,Not known,2018/19,170
Associate professional and technical occupations,Full-time,All,Non-academic,Not known,2019/20,195
Associate professional and technical occupations,Full-time,All,Non-academic,Not known,2020/21,175
Associate professional and technical occupations,Full-time,All,Non-academic,UK,2016/17,32615
Associate professional and technical occupations,Full-time,All,Non-academic,UK,2017/18,33415
Associate professional and technical occupations,Full-time,All,Non-academic,UK,2018/19,34475
Associate professional and technical occupations,Full-time,All,Non-academic,UK,2019/20,30340
Associate professional and technical occupations,Full-time,All,Non-academic,UK,2020/21,30035
Associate professional and technical occupations,Part-time,All,Non-academic,All,2016/17,10960
Associate professional and technical occupations,Part-time,All,Non-academic,All,2017/18,11370
Associate professional and technical occupations,Part-time,All,Non-academic,All,2018/19,11810
Associate professional and technical occupations,Part-time,All,Non-academic,All,2019/20,10330
Associate professional and technical occupations,Part-time,All,Non-academic,All,2020/21,9795
Associate professional and technical occupations,Part-time,All,Non-academic,European Union,2016/17,605
Associate professional and technical occupations,Part-time,All,Non-academic,European Union,2017/18,645
Associate professional and technical occupations,Part-time,All,Non-academic,European Union,2018/19,695
Associate professional and technical occupations,Part-time,All,Non-academic,European Union,2019/20,575
Associate professional and technical occupations,Part-time,All,Non-academic,European Union,2020/21,555
Associate professional and technical occupations,Part-time,All,Non-academic,Non-European Union,2016/17,430
Associate professional and technical occupations,Part-time,All,Non-academic,Non-European Union,2017/18,415
Associate professional and technical occupations,Part-time,All,Non-academic,Non-European Union,2018/19,405
Associate professional and technical occupations,Part-time,All,Non-academic,Non-European Union,2019/20,345
Associate professional and technical occupations,Part-time,All,Non-academic,Non-European Union,2020/21,315
Associate professional and technical occupations,Part-time,All,Non-academic,Not known,2016/17,100
Associate professional and technical occupations,Part-time,All,Non-academic,Not known,2017/18,70
Associate professional and technical occupations,Part-time,All,Non-academic,Not known,2018/19,50
Associate professional and technical occupations,Part-time,All,Non-academic,Not known,2019/20,45
Associate professional and technical occupations,Part-time,All,Non-academic,Not known,2020/21,45
Associate professional and technical occupations,Part-time,All,Non-academic,UK,2016/17,9825
Associate professional and technical occupations,Part-time,All,Non-academic,UK,2017/18,10240
Associate professional and technical occupations,Part-time,All,Non-academic,UK,2018/19,10660
Associate professional and technical occupations,Part-time,All,Non-academic,UK,2019/20,9360
Associate professional and technical occupations,Part-time,All,Non-academic,UK,2020/21,8880
Associate professional and technical occupations,All,All,Non-academic,All,2016/17,47330
Associate professional and technical occupations,All,All,Non-academic,All,2017/18,48625
Associate professional and technical occupations,All,All,Non-academic,All,2018/19,50310
Associate professional and technical occupations,All,All,Non-academic,All,2019/20,44375
Associate professional and technical occupations,All,All,Non-academic,All,2020/21,43660
Associate professional and technical occupations,All,Female,Non-academic,All,2016/17,25645
Associate professional and technical occupations,All,Female,Non-academic,All,2017/18,26550
Associate professional and technical occupations,All,Female,Non-academic,All,2018/19,27820
Associate professional and technical occupations,All,Female,Non-academic,All,2019/20,24675
Associate professional and technical occupations,All,Female,Non-academic,All,2020/21,24305
Associate professional and technical occupations,All,Male,Non-academic,All,2016/17,21685
Associate professional and technical occupations,All,Male,Non-academic,All,2017/18,22060
Associate professional and technical occupations,All,Male,Non-academic,All,2018/19,22460
Associate professional and technical occupations,All,Male,Non-academic,All,2019/20,19635
Associate professional and technical occupations,All,Male,Non-academic,All,2020/21,19280
Associate professional and technical occupations,All,Other,Non-academic,All,2016/17,0
Associate professional and technical occupations,All,Other,Non-academic,All,2017/18,15
Associate professional and technical occupations,All,Other,Non-academic,All,2018/19,30
Associate professional and technical occupations,All,Other,Non-academic,All,2019/20,65
Associate professional and technical occupations,All,Other,Non-academic,All,2020/21,70
Associate professional and technical occupations,All,All,Non-academic,European Union,2016/17,2850
Associate professional and technical occupations,All,All,Non-academic,European Union,2017/18,3055
Associate professional and technical occupations,All,All,Non-academic,European Union,2018/19,3255
Associate professional and technical occupations,All,All,Non-academic,European Union,2019/20,2945
Associate professional and technical occupations,All,All,Non-academic,European Union,2020/21,2980
Associate professional and technical occupations,All,Female,Non-academic,European Union,2016/17,1850
Associate professional and technical occupations,All,Female,Non-academic,European Union,2017/18,1990
Associate professional and technical occupations,All,Female,Non-academic,European Union,2018/19,2135
Associate professional and technical occupations,All,Female,Non-academic,European Union,2019/20,1940
Associate professional and technical occupations,All,Female,Non-academic,European Union,2020/21,1955
Associate professional and technical occupations,All,Male,Non-academic,European Union,2016/17,1000
Associate professional and technical occupations,All,Male,Non-academic,European Union,2017/18,1065
Associate professional and technical occupations,All,Male,Non-academic,European Union,2018/19,1120
Associate professional and technical occupations,All,Male,Non-academic,European Union,2019/20,1000
Associate professional and technical occupations,All,Male,Non-academic,European Union,2020/21,1015
Associate professional and technical occupations,All,Other,Non-academic,European Union,2016/17,0
Associate professional and technical occupations,All,Other,Non-academic,European Union,2017/18,0
Associate professional and technical occupations,All,Other,Non-academic,European Union,2018/19,0
Associate professional and technical occupations,All,Other,Non-academic,European Union,2019/20,5
Associate professional and technical occupations,All,Other,Non-academic,European Union,2020/21,10
